id	layer	check	verdict	subject	evidence	autofix	action
C3-59dea0	conservation	C3	IDENTISCH	ResearchSubject.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-studie-proband-intro.md (input/intro-notes/StructureDefinition-mii-pr-studie-proband-intro.md)	-	-
C3-034397	conservation	C3	IDENTISCH	StudyInclusion.page.md	migrated -> input/intro-notes/StructureDefinition-mii-pr-studie-studieneinschluss-anfrage-intro.md (input/intro-notes/StructureDefinition-mii-pr-studie-studieneinschluss-anfrage-intro.md)	-	-
C3-2fe7d8	conservation	C3	IDENTISCH	TechnischeImplementierung/Index.page.md	retired: [MAP-EDIT] deliberately-empty Simplifier folder index ("Diese Seite wurde absichtlich leer gelassen") — navigation moves to the template menu	-	-
C3-fa6a33	conservation	C3	IDENTISCH	Terminologie.page.md	migrated -> input/pagecontent/value-sets.md (input/pagecontent/value-sets.md)	-	-
C4-7b2767	conservation	C4	NICHT PRUEFBAR	AnwendungsflleInformationsmodell/Index.page.md	the source page carries NO prose -- 0 generated table row(s) only	-	conservation of a generated view is not a text question; confirm the artefact page replaces it (R1)
C4-811435	conservation	C4	DIVERGIERT	BeschreibungModul.page.md	1 of 40 PROSE runs of the source page are in no target page (first: Das MII KDS Modul Medizinisches Forschungsvorhaben ist als M…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-e4b03b	conservation	C4	IDENTISCH	BeschreibungvonSzenarienfrdieAnwendungderModule.page.md	all 3 prose runs present in the target's de corpus	-	-
C4-196ae3	conservation	C4	DIVERGIERT	CapabilityStatement.page.md	3 of 6 PROSE runs of the source page are in no target page (first: Um eine dezentrale Datenauswertung mittel des Deutsche Forsc…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-22cb93	conservation	C4	IDENTISCH	Datenstzeinkl.Beschreibungen.page.md	all 5 prose runs present in the target's de corpus	-	-
C4-b96f0f	conservation	C4	DIVERGIERT	DocumentReference.page.md	6 of 17 PROSE runs of the source page are in no target page (first: --- **Differential** --- **Hinweise** --- **Mapping** --- **…); 23 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-6a7c10	conservation	C4	DIVERGIERT	EvidenceVariable.page.md	3 of 8 PROSE runs of the source page are in no target page (first: --- **Differential** --- **Hinweise** --- **Mapping** --- **…); 18 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-0d5125	conservation	C4	DIVERGIERT	FHIR-Profile.page.md	2 of 5 PROSE runs of the source page are in no target page (first: Insbesondere sei hier die [International Patient Summary]( h…); 3 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-49d110	conservation	C4	DIVERGIERT	FHIR-Profile/Index.page.md	2 of 5 PROSE runs of the source page are in no target page (first: Insbesondere sei hier die [International Patient Summary]( h…); 3 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-6b5222	conservation	C4	IDENTISCH	KontextimGesamtprojektBezgezuanderenModulen.page.md	all 11 prose runs present in the target's de corpus	-	-
C4-f261ca	conservation	C4	DIVERGIERT	Library.page.md	5 of 13 PROSE runs of the source page are in no target page (first: --- **Differential** --- **Hinweise** --- **Mapping** --- **…); 13 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-b4c8d4	conservation	C4	DIVERGIERT	MIIIGModulStudie/Index.page.md	5 of 14 PROSE runs of the source page are in no target page (first: Den ersten Release finden Sie unter [2025.0.0]( Dieser Leitf…); 6 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-b4415b	conservation	C4	DIVERGIERT	Organization.page.md	1 of 3 PROSE runs of the source page are in no target page (first: Siehe Profil ["Profile - MI-I - Organisation - Organization"…); 17 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-e9c444	conservation	C4	DIVERGIERT	PractitionerRole.page.md	5 of 12 PROSE runs of the source page are in no target page (first: --- **Differential** --- **Hinweise** --- **Mapping** --- **…); 18 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-fe91db	conservation	C4	DIVERGIERT	Referenzen.page.md	2 of 4 PROSE runs of the source page are in no target page (first: Die vorliegende Version wurde zusammen mit Vertretern des [D…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-03ec0a	conservation	C4	DIVERGIERT	Release-Notes.page.md	9 of 33 PROSE runs of the source page are in no target page (first: Elemente (status, intent, category, code, reasonReference, s…)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-8f44e7	conservation	C4	DIVERGIERT	ResearchStudy.page.md	17 of 36 PROSE runs of the source page are in no target page (first: --- **Differential** --- **Hinweise** --- **NamingSystems** …); 39 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-f03204	conservation	C4	DIVERGIERT	ResearchSubject.page.md	2 of 11 PROSE runs of the source page are in no target page (first: --- **Beschreibung** **Differential** --- Dieses Profil besc…); 18 generated table row(s) excluded -- migration replaces that view with the artefact page (R1 checks THAT)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-33f027	conservation	C4	DIVERGIERT	StudyInclusion.page.md	6 of 15 PROSE runs of the source page are in no target page (first: --- **Differential** --- **Snapshot** --- **Suchparameter** …)	-	map the missing text to a target page section, or record the loss in the report's content map
C4-fc1144	conservation	C4	NICHT PRUEFBAR	TechnischeImplementierung/Index.page.md	the source page carries NO prose -- 0 generated table row(s) only	-	conservation of a generated view is not a text question; confirm the artefact page replaces it (R1)
C4-376df6	conservation	C4	IDENTISCH	Terminologie.page.md	all 1 prose runs present in the target's de corpus	-	-
C4-d47516	conservation	C4	NICHT PRUEFBAR	UML.page.md	the source page carries NO prose -- 0 generated table row(s) only	-	conservation of a generated view is not a text question; confirm the artefact page replaces it (R1)
C4-ef59ff	conservation	C4	DIVERGIERT	index.md	1 of 1 PROSE runs of the source page are in no target page (first: # MII IG Modul Medizinisches Forschungsvorhaben Feel free to…)	-	map the missing text to a target page section, or record the loss in the report's content map
C5-f09e26	conservation	C5	IDENTISCH	input/includes/menu.xml	all 27 menu entries resolve to a real page	-	-
C5-89fa79	conservation	C5	IDENTISCH	input/translations/en/includes/menu.xml	all 27 menu entries resolve to a real page	-	-
C5-8e783d	conservation	C5	IDENTISCH	19 narrative pages	every one is reachable from a menu entry	-	-
C5-3cab9a	conservation	C5	IDENTISCH	target page set	every narrative page is either the template's or a page-map target	-	-
C6-56cdd3	conservation	C6	IDENTISCH	BeschreibungModul.page.md	39 of 40 runs placed, most on index -- the mapped target	-	-
C6-602bb1	conservation	C6	IDENTISCH	BeschreibungvonSzenarienfrdieAnwendungderModule.page.md	3 of 3 runs placed, most on guidance -- the mapped target	-	-
C6-c81fe3	conservation	C6	IDENTISCH	CapabilityStatement.page.md	3 of 6 runs placed, most on capability-statements -- the mapped target	-	-
C6-f872e6	conservation	C6	IDENTISCH	Datenstzeinkl.Beschreibungen.page.md	5 of 5 runs placed, most on logical-models -- the mapped target	-	-
C6-9629d9	conservation	C6	NICHT PRUEFBAR	DocumentReference.page.md	mapped to StructureDefinition-mii-pr-studie-dokument-intro, which holds 1 run(s), but MOST landed on search-parameters (10), StructureDefinition-mii-pr-studie-dokument-intro (1)	-	a split is legitimate when the source page was deliberately divided; confirm the routing or correct the page map
C6-9bf5f1	conservation	C6	NICHT PRUEFBAR	EvidenceVariable.page.md	mapped to StructureDefinition-mii-pr-studie-ein-auschluss-kriterium-intro, which holds 1 run(s), but MOST landed on search-parameters (4), StructureDefinition-mii-pr-studie-ein-auschluss-kriterium-intro (1)	-	a split is legitimate when the source page was deliberately divided; confirm the routing or correct the page map
C6-b580a9	conservation	C6	NICHT PRUEFBAR	FHIR-Profile.page.md	3 of 5 runs placed; landed on profiles (3)	-	no page-map row declares where this page's text was MEANT to go, so 'right page' has no mechanical meaning -- read the landing distribution and confirm the routing (spec section 9)
C6-ddc83d	conservation	C6	IDENTISCH	FHIR-Profile/Index.page.md	3 of 5 runs placed, most on profiles -- the mapped target	-	-
C6-1dd4ca	conservation	C6	IDENTISCH	KontextimGesamtprojektBezgezuanderenModulen.page.md	11 of 11 runs placed, most on implementer-guidance -- the mapped target	-	-
C6-fa135e	conservation	C6	NICHT PRUEFBAR	Library.page.md	mapped to StructureDefinition-mii-pr-studie-register-intro, which holds 1 run(s), but MOST landed on search-parameters (7), StructureDefinition-mii-pr-studie-register-intro (1)	-	a split is legitimate when the source page was deliberately divided; confirm the routing or correct the page map
C6-52e5b4	conservation	C6	IDENTISCH	MIIIGModulStudie/Index.page.md	9 of 14 runs placed, most on index -- the mapped target	-	-
C6-68b5d8	conservation	C6	IDENTISCH	Organization.page.md	2 of 3 runs placed, most on profiles -- the mapped target	-	-
C6-32f0c1	conservation	C6	NICHT PRUEFBAR	PractitionerRole.page.md	mapped to StructureDefinition-mii-pr-studie-beteiligte-person-intro, which holds 1 run(s), but MOST landed on search-parameters (6), StructureDefinition-mii-pr-studie-beteiligte-person-intro (1)	-	a split is legitimate when the source page was deliberately divided; confirm the routing or correct the page map
C6-997ea5	conservation	C6	IDENTISCH	Referenzen.page.md	2 of 4 runs placed, most on implementer-guidance -- the mapped target	-	-
C6-23da97	conservation	C6	IDENTISCH	Release-Notes.page.md	24 of 33 runs placed, most on changes -- the mapped target	-	-
C6-dd2f30	conservation	C6	NICHT PRUEFBAR	ResearchStudy.page.md	mapped to StructureDefinition-mii-pr-studie-studie-intro, which holds 2 run(s), but MOST landed on search-parameters (17), StructureDefinition-mii-pr-studie-studie-intro (2), StructureDefinition-mii-pr-studie-proband-intro (1)	-	a split is legitimate when the source page was deliberately divided; confirm the routing or correct the page map
C6-c8ed00	conservation	C6	NICHT PRUEFBAR	ResearchSubject.page.md	mapped to StructureDefinition-mii-pr-studie-proband-intro, which holds 1 run(s), but MOST landed on search-parameters (8), StructureDefinition-mii-pr-studie-proband-intro (1), StructureDefinition-mii-pr-studie-studie-intro (1)	-	a split is legitimate when the source page was deliberately divided; confirm the routing or correct the page map
C6-7057c8	conservation	C6	NICHT PRUEFBAR	StudyInclusion.page.md	mapped to StructureDefinition-mii-pr-studie-studieneinschluss-anfrage-intro, which holds 2 run(s), but MOST landed on search-parameters (7), StructureDefinition-mii-pr-studie-studieneinschluss-anfrage-intro (2), StructureDefinition-mii-pr-studie-proband-intro (1)	-	a split is legitimate when the source page was deliberately divided; confirm the routing or correct the page map
C6-e19c5f	conservation	C6	IDENTISCH	Terminologie.page.md	1 of 1 runs placed, most on value-sets -- the mapped target	-	-
C7-0209b1	conservation	C7	DIVERGIERT	index	1 of 40 prose runs of the source page BeschreibungModul.page.md are in no target page (C4), and index carries no DERIVED marker at all -- text was rewritten and the guide does not say so	-	mark the passage per spec section 9d (the DERIVED comment plus the visible box, in BOTH language mirrors), or restore the source wording; if the text was deliberately dropped, record that in migration-log/page-map.tsv instead
C7-9191f0	conservation	C7	DIVERGIERT	capability-statements	3 of 6 prose runs of the source page CapabilityStatement.page.md are in no target page (C4), and capability-statements carries no DERIVED marker at all -- text was rewritten and the guide does not say so	-	mark the passage per spec section 9d (the DERIVED comment plus the visible box, in BOTH language mirrors), or restore the source wording; if the text was deliberately dropped, record that in migration-log/page-map.tsv instead
C7-2a031c	conservation	C7	DIVERGIERT	StructureDefinition-mii-pr-studie-dokument-intro	6 of 17 prose runs of the source page DocumentReference.page.md are in no target page (C4), and StructureDefinition-mii-pr-studie-dokument-intro carries no DERIVED marker at all -- text was rewritten and the guide does not say so	-	mark the passage per spec section 9d (the DERIVED comment plus the visible box, in BOTH language mirrors), or restore the source wording; if the text was deliberately dropped, record that in migration-log/page-map.tsv instead
C7-e9d23e	conservation	C7	DIVERGIERT	StructureDefinition-mii-pr-studie-ein-auschluss-kriterium-intro	3 of 8 prose runs of the source page EvidenceVariable.page.md are in no target page (C4), and StructureDefinition-mii-pr-studie-ein-auschluss-kriterium-intro carries no DERIVED marker at all -- text was rewritten and the guide does not say so	-	mark the passage per spec section 9d (the DERIVED comment plus the visible box, in BOTH language mirrors), or restore the source wording; if the text was deliberately dropped, record that in migration-log/page-map.tsv instead
C7-8c8c7d	conservation	C7	DIVERGIERT	profiles	2 of 5 prose runs of the source page FHIR-Profile/Index.page.md are in no target page (C4), and profiles carries no DERIVED marker at all -- text was rewritten and the guide does not say so	-	mark the passage per spec section 9d (the DERIVED comment plus the visible box, in BOTH language mirrors), or restore the source wording; if the text was deliberately dropped, record that in migration-log/page-map.tsv instead
C7-093a42	conservation	C7	DIVERGIERT	StructureDefinition-mii-pr-studie-register-intro	5 of 13 prose runs of the source page Library.page.md are in no target page (C4), and StructureDefinition-mii-pr-studie-register-intro carries no DERIVED marker at all -- text was rewritten and the guide does not say so	-	mark the passage per spec section 9d (the DERIVED comment plus the visible box, in BOTH language mirrors), or restore the source wording; if the text was deliberately dropped, record that in migration-log/page-map.tsv instead
C7-cb08b7	conservation	C7	DIVERGIERT	index	5 of 14 prose runs of the source page MIIIGModulStudie/Index.page.md are in no target page (C4), and index carries no DERIVED marker at all -- text was rewritten and the guide does not say so	-	mark the passage per spec section 9d (the DERIVED comment plus the visible box, in BOTH language mirrors), or restore the source wording; if the text was deliberately dropped, record that in migration-log/page-map.tsv instead
C7-3f7797	conservation	C7	DIVERGIERT	profiles	1 of 3 prose runs of the source page Organization.page.md are in no target page (C4), and profiles carries no DERIVED marker at all -- text was rewritten and the guide does not say so	-	mark the passage per spec section 9d (the DERIVED comment plus the visible box, in BOTH language mirrors), or restore the source wording; if the text was deliberately dropped, record that in migration-log/page-map.tsv instead
C7-5b9833	conservation	C7	DIVERGIERT	StructureDefinition-mii-pr-studie-beteiligte-person-intro	5 of 12 prose runs of the source page PractitionerRole.page.md are in no target page (C4), and StructureDefinition-mii-pr-studie-beteiligte-person-intro carries no DERIVED marker at all -- text was rewritten and the guide does not say so	-	mark the passage per spec section 9d (the DERIVED comment plus the visible box, in BOTH language mirrors), or restore the source wording; if the text was deliberately dropped, record that in migration-log/page-map.tsv instead
C7-283e85	conservation	C7	DIVERGIERT	implementer-guidance	2 of 4 prose runs of the source page Referenzen.page.md are in no target page (C4), and implementer-guidance carries no DERIVED marker at all -- text was rewritten and the guide does not say so	-	mark the passage per spec section 9d (the DERIVED comment plus the visible box, in BOTH language mirrors), or restore the source wording; if the text was deliberately dropped, record that in migration-log/page-map.tsv instead
C7-4f50d8	conservation	C7	DIVERGIERT	changes	9 of 33 prose runs of the source page Release-Notes.page.md are in no target page (C4), and changes carries no DERIVED marker at all -- text was rewritten and the guide does not say so	-	mark the passage per spec section 9d (the DERIVED comment plus the visible box, in BOTH language mirrors), or restore the source wording; if the text was deliberately dropped, record that in migration-log/page-map.tsv instead
C7-12d2ac	conservation	C7	DIVERGIERT	StructureDefinition-mii-pr-studie-studie-intro	17 of 36 prose runs of the source page ResearchStudy.page.md are in no target page (C4), and StructureDefinition-mii-pr-studie-studie-intro carries no DERIVED marker at all -- text was rewritten and the guide does not say so	-	mark the passage per spec section 9d (the DERIVED comment plus the visible box, in BOTH language mirrors), or restore the source wording; if the text was deliberately dropped, record that in migration-log/page-map.tsv instead
C7-b541e0	conservation	C7	DIVERGIERT	StructureDefinition-mii-pr-studie-proband-intro	2 of 11 prose runs of the source page ResearchSubject.page.md are in no target page (C4), and StructureDefinition-mii-pr-studie-proband-intro carries no DERIVED marker at all -- text was rewritten and the guide does not say so	-	mark the passage per spec section 9d (the DERIVED comment plus the visible box, in BOTH language mirrors), or restore the source wording; if the text was deliberately dropped, record that in migration-log/page-map.tsv instead
C7-c672c0	conservation	C7	DIVERGIERT	StructureDefinition-mii-pr-studie-studieneinschluss-anfrage-intro	6 of 15 prose runs of the source page StudyInclusion.page.md are in no target page (C4), and StructureDefinition-mii-pr-studie-studieneinschluss-anfrage-intro carries no DERIVED marker at all -- text was rewritten and the guide does not say so	-	mark the passage per spec section 9d (the DERIVED comment plus the visible box, in BOTH language mirrors), or restore the source wording; if the text was deliberately dropped, record that in migration-log/page-map.tsv instead
F1-093008	fidelity	F1	IDENTISCH	id	mii-ig-studie (identical to the source)	-	-
F1-bacf3c	fidelity	F1	IDENTISCH	packageId	de.medizininformatikinitiative.kerndatensatz.studie (identical to the source)	-	-
F1-489e82	fidelity	F1	IDENTISCH	canonical	https://www.medizininformatik-initiative.de/fhir/modul-studi… (identical to the source)	-	-
F1-6cbfea	fidelity	F1	IDENTISCH	version	2027.0.0-ballot.rc1 (identical to the source)	-	-
F1-8a3995	fidelity	F1	IDENTISCH	status	active (identical to the source)	-	-
F1-b5b102	fidelity	F1	DIVERGIERT	title	target MII Implementation Guide Medizinisches Forschungsvorhaben  vs  source Medizininformatik Initiative - ImplementationGuide - Medizin…	-	the SOURCE wins (spec 2.2); restore it or record the divergence as a Gate-A decision -- never normalise silently
F1-7bae24	fidelity	F1	IDENTISCH	license	CC-BY-4.0 (identical to the source)	-	-
F1-5451f2	fidelity	F1	IDENTISCH	publisher	target NUM-DIZ (template >= v1.1 publisher chrome, spec 2.2); source declared Medizininformatik Initiative -- deliberately not carried	-	-
F1-f60f40	fidelity	F1	IDENTISCH	fhirVersion	4.0.1 (identical to the source)	-	-
F2-ce5cda	fidelity	F2	IDENTISCH	de.medizininformatikinitiative.kerndatensatz.meta	pinned 2026.0.0, identical to the source pin (the source tree (--source))	-	-
F2-a51d44	fidelity	F2	DIVERGIERT	hl7.fhir.extensions.r5	pinned 4.0.1 in the source (the source tree (--source)), ABSENT from the target	-	carry the dependency over
F2-fd0e73	fidelity	F2	NICHT PRUEFBAR	hl7.fhir.uv.crmi	target-only dependency 2.0.0 (not in the source)	-	confirm at Gate A that this is template machinery (hl7.fhir.uv.crmi is) and not an accidental addition
F2-047205	fidelity	F2	NICHT PRUEFBAR	hl7.fhir.uv.extensions.r4	target-only dependency 5.3.0 (not in the source)	-	confirm at Gate A that this is template machinery (hl7.fhir.uv.crmi is) and not an accidental addition
F2-e78ce4	fidelity	F2	NICHT PRUEFBAR	hl7.fhir.uv.xver-r5.r4	target-only dependency 0.1.0 (not in the source)	-	confirm at Gate A that this is template machinery (hl7.fhir.uv.crmi is) and not an accidental addition
F2-8f9355	fidelity	F2	NICHT PRUEFBAR	hl7.terminology.r4	target-only dependency 7.3.0 (not in the source)	-	confirm at Gate A that this is template machinery (hl7.fhir.uv.crmi is) and not an accidental addition
F3-1a29c4	fidelity	F3	IDENTISCH	license	CC-BY-4.0 asserted from tier R (guide Index.page.md (c) 2019+ TMF e.V. 'CC BY 4.0' (all 3 tr…)	-	-
F3-ce21cb	fidelity	F3	IDENTISCH	LICENSE file	the file text is CC-BY-4.0 (header: 'attribution 4.0 international'), matching the declared scalar	-	-
F4-eb7164	fidelity	F4	IDENTISCH	22 FSH files	no fhir_comments rules, no whitespace-bearing code references	-	-
P1-fded0e	provenance	P1	IDENTISCH	template	rendered de.medizininformatikinitiative.template#1.3.4 == recorded template release v1.3.4 (URL reference)	-	-
P2-27e398	provenance	P2	IDENTISCH	scaffold template ref	v0.13.2 == latest release v0.13.2	-	-
P3-a28a47	provenance	P3	IDENTISCH	IG Publisher version	2.3.2 == the workflow pin	-	-
P3-c39a79	provenance	P3	NICHT PRUEFBAR	IG Publisher currency	the publisher reports itself out of date (current 2.3.3)	-	upgrading the publisher is a target-repository decision, not a migration one -- record it, do not act on it here
P4-379bde	provenance	P4	DIVERGIERT	source guide version	the recorded guide URL carries ?version=current (run.log, action guide-classification) -- the live, editable project, not a published version	-	re-harvest from a PUBLISHED version; `current` is not reproducible. Where the guide has no published version at all, that is the finding -- record it as such rather than leaving the pin unstated
P5-ae41ea	provenance	P5	IDENTISCH	ig.ini	`ig = fsh-generated/resources/ImplementationGuide-mii-ig-studie.json` exists in the target	-	-
R1-866fe1	rendering	R1	IDENTISCH	output/de	tables, tabs and images all non-empty and resolvable	-	-
R2-afba10	rendering	R2	DIVERGIERT	output/de id="publish-box" [{{]	on 6 page(s), e.g. StructureDefinition-mii-pr-studie-ein-auschluss-kriterium-definitions.html: e applications should not use a retired {{title}} without due consideration Primitive Valu…	-	rendered header/footer metadata defect -- qa.txt does not report it. Fix the metadata it renders (a jurisdiction code the template cannot resolve is the measured case)
R2-48ed52	rendering	R2	DIVERGIERT	output/de id="ig-status" [{{]	on 1 page(s), e.g. searchform.html: Search {{title}} (Current Build)	-	rendered header/footer metadata defect -- qa.txt does not report it. Fix the metadata it renders (a jurisdiction code the template cannot resolve is the measured case)
R1-e1bc49	rendering	R1	IDENTISCH	output/en	tables, tabs and images all non-empty and resolvable	-	-
R2-16b769	rendering	R2	DIVERGIERT	output/en id="publish-box" [{{]	on 6 page(s), e.g. StructureDefinition-mii-pr-studie-ein-auschluss-kriterium-definitions.html: e applications should not use a retired {{title}} without due consideration Primitive Valu…	-	rendered header/footer metadata defect -- qa.txt does not report it. Fix the metadata it renders (a jurisdiction code the template cannot resolve is the measured case)
R2-d1da9a	rendering	R2	DIVERGIERT	output/en id="ig-status" [{{]	on 1 page(s), e.g. searchform.html: Search {{title}} (Current Build)	-	rendered header/footer metadata defect -- qa.txt does not report it. Fix the metadata it renders (a jurisdiction code the template cannot resolve is the measured case)
R1-76f413	rendering	R1	NICHT PRUEFBAR	source-versus-target rendering	no harvested source HTML (./migration-log/guide-harvest/html) and/or no page map	-	harvest with --keep-html and write the page map; without a source rendering, 'non-empty where non-empty in the source' has no reference
R3-c3bc54	rendering	R3	IDENTISCH	output/de	all 19 narrative pages differ from the default language	-	-
R4-84ad62	rendering	R4	IDENTISCH	template example links	none, over 1 token(s) from template-artifacts-v1.3.4.tsv (verified against template package 1.3.2)	-	-
R5-579d90	rendering	R5	IDENTISCH	input/translations/en/ImplementationGuide-mii-ig-studie.po	a translated unit for every one of the 20 page titles	-	-
L0-28d3e4	log	L0	IDENTISCH	./migration-log/run.log	503 parsed lines, 3 runs	-	-
L1-2dd5e3	log	L1	IDENTISCH	5.5/gen-page-title-po @ 2026-08-31T18:08:35Z	silent-partial-success WARN, later resolved in the log	-	-
L2-0e48db	log	L2	IDENTISCH	1 preflight-analysis	present in the log	-	-
L2-5e1c48	log	L2	IDENTISCH	pre.2 classify-source-shape	present in the log	-	-
L2-4fd559	log	L2	IDENTISCH	pre.5 toolchain	present in the log	-	-
L2-541189	log	L2	IDENTISCH	5.1 source-inventory	present in the log	-	-
L2-9a6da6	log	L2	IDENTISCH	2.1 read-identity	present in the log	-	-
L2-23b069	log	L2	IDENTISCH	2.1 package-identity	present in the log	-	-
L2-7163a2	log	L2	NICHT PRUEFBAR	2.1 repo-identity	no line in the log; the step is conditional (no sushi-config.yaml in the source)	-	confirm the condition did not hold -- The repository's LICENSE text is the only machine source for `license` — the field that must never default (spec §2.2).
L2-07bdbb	log	L2	NICHT PRUEFBAR	5.1c simplifier-discover	no line in the log; the step is conditional (no rendered-IG URL was supplied)	-	confirm the condition did not hold -- Without the discovery chain the guide is not found, and a migration then ships the template's starter pages.
L2-930ba2	log	L2	NICHT PRUEFBAR	5.1d guide-harvest	no line in the log; the step is conditional (the narrative is not in the repository)	-	confirm the condition did not hold -- This is the step whose absence shipped the template's starter pages under a module's name.
L2-666ef6	log	L2	IDENTISCH	5.2 skeleton-vendored	present in the log	-	-
L2-1e1cb5	log	L2	IDENTISCH	5.2 template-reference	present in the log	-	-
L2-200a9d	log	L2	IDENTISCH	5.2 sushi-skeleton	present in the log	-	-
